file_name,chunk_id,chunk_words,chunk_text
Farming_Schemes_pdf.txt,pdf_Farming_Schemes_0001_000001,220,"COMPENDIUM OF GOVERNMENT OF INDIA SCHEMES AND PROGRAMMES RELEVANT TO THE NORTH EASTERN STATES Compiled by: NERCORMP NORTH EASTERN REGION COMMUNITY RESOURCE MANAGEMENT PROJECT SHILLONG - 793 003 November 2020 1 CONTENTS Name of Schemes Page No. 1. Ministry of Agriculture & Farmers Welfare 1.1 Minimum Support Price Scheme 10 1.2 Marketing research and information network (under Integrated Scheme for Agricultural Marketing -ISAM) 11 1.3 Central Herd Registration Scheme 12 1.4 National Food Security Mission 13 1.5 Rashtriya Krishi Vikas Yojana Remunerative Approaches for Agriculture and Allied sector Rejuvenation (RKVY -RAFTAAR) 15 1.6 National Mission for Sustainable Agriculture (NMSA) 16 1.7 National Innovations on Climate Resilient Agriculture (NICRA) 20 1.8 Integrated Scheme for Agricultural Marketing (ISAM) 22 1.9 Mission for Integrated Development of Horticulture (MIDH) 24 1.10 Sub-Mission on Agricultural Mechanization 26 1.11 Sub-Mission on Agroforestry (SMAF) under NMSA 28 1.12 Rainfed Area Development Programme (RADP) 30 1.13 Pradhan Mantri Fasal Bima Yojana (PMFBY) 32 1.14 Pradhan Mantri Krishi Sinchayee Yojana (PMKSY) 34 1.15 Sankalp Se Siddhi 38 2 1.16 Gramin Agricultural Markets (GrAMs) 39 2. Ministry of Fisheries, Animal Husbandry and Dairying 2.1 Assistance to Fodder Block Making Units 41 2.2 Fodder Seed Procurement and Distribution 42 2.3 Assistance for Introduction of Hand Driven Chaff Cutter 43 2.4 Assistance for Establishment of Area Specific Mineral Mixture / Feed Pelleting"
farmerbook_pdf.txt,pdf_farmerbook_0001_000560,220,"A holistic perspective of scientific agriculture A joint initiative to impart farmers with technical knowledge on basic agriculture.Farmer’s Handbook on Basic Agriculture Disclaimer: The opinions expressed provided in this publication are those of the authors and do not necessarily reflect those of GIZ . The designations employed and the presentation of material in this publication do not imply the expression of any opinion what-soever on the part of GIZ concerning the legal status of any country, territory, city or area, or concerning the delimitation of its frontiers or boundaries. Farmer’s Handbook on Basic Agriculture Farmer’s Handbook on Basic Agriculture Prepared & compiled by Dr. P . Chandra Shekara National Institute of Agricultural Extension Management (MANAGE) Ministry of Agriculture, GoIHyderabad, Andhra Pradesh India Dr. N. Balasubramani National Institute of Agricultural Extension Management (MANAGE)Ministry of Agriculture, GoI Hyderabad, Andhra Pradesh India Dr. Rajeev Sharma Dr. Chitra Shukla Desai Fruits & Vegetables Pvt. Ltd. Navsari, GujaratIndiaDr. Ajit KumarDesai Fruits & Vegetables Pvt. Ltd. Navsari, Gujarat India Bakul C. Chaudhary Desai Fruits & Vegetables Pvt. Ltd.Navsari, Gujarat India Mr. Max Baumann Planning Officer Section “ Agricultural Production & Resource Use”Division 45 - Rural Development and Agriculture Deutsche Gesellschaft für Internationale Zusam- menarbeit (GIZ) GmbHGermany Max.Baumann@giz.de Financed by Desai Fruits & Vegetables Pvt. Ltd. Navsari, Gujarat, IndiaGerman Federal Ministry for Economic Cooperation and Development (BMZ)"
web_Agricultural_Prices.txt,web_Agricultural_Prices_0001_000818,220,"SECTION: Agricultural Prices URL: https://nsc.mospi.gov.in/410-agricultural-prices NSC | | Home / Report of Dr. Rangarajan Commission Documents Reports 4.10 AGRICULTURAL PRICES Current Status 4.10.1 The Directorate of Economics and Statistics, Ministry of Agriculture (DESMOA) is responsible for the collection, compilation and dissemination of the price data of agricultural commodities. The price data are collected in terms of (a) weekly and daily wholesales prices, (b) retail prices of essential commodities, and (c) farm harvest prices. 4.10.2 Weekly wholesale prices cover 140 agricultural commodities from 620 markets. The data are collected by price reporters appointed by the State Governments or Agricultural Marketing Committees and forwarded to the State Directorates of Economics and Statistics (DESs). Daily wholesale prices cover 12 commodities (rice, paddy, wheat, jowar, bajra, ragi, maize, barley, gram, sugar, gur and khandsari) from 617 market centres. On receipt of the prices from various State agencies, the Directorate of Economics and Statistics, Ministry of Agriculture (DESMOA) forwards the same to the Economic Adviser, Ministry of Commerce and Industry for monitoring wholesale prices. Wholesale prices of certain important cereals, gram and sugar are also sent to the Cabinet Secretary on alternate days for direct monitoring. 4.10.3 Retail prices of essential commodities are collected on a weekly basis from 83 market centres in respect of 88 commodities (49 food and 39 non-food) by the staff"
web_Crop_Area_Statistics.txt,web_Crop_Area_Statistics_0001_000824,220,"SECTION: Crop Area Statistics URL: https://nsc.mospi.gov.in/42-crop-area-statistics NSC | | Home / Report of Dr. Rangarajan Commission Documents Reports 4.2 Crop Area Statistics Current Status 4.2.1 From the point of view of crop area statistics, the States and Union Territories can be classified into three broad groups: States and Union Territories which have been cadastral surveyed and where area and land use statistics form a part of the land records maintained by the revenue agency (referred to as “temporarily settled States”). This system is followed in 18 States namely, Andhra Pradesh, Assam (excluding hill districts), Bihar, Chatisgarh, Goa, Gujarat, Haryana, Himachal Pradesh, Jammu and Kashmir, Jharkhand, Karnataka, Madhya Pradesh, Maharashtra, Punjab, Rajasthan, Tamil Nadu, Uttaranchal and Uttar Pradesh, and the five Union Territories of Chandigarh, Dadra and Nagar Haveli, Daman and Diu, Delhi and Pondicherry. Kerala, Orissa and West Bengal known as “permanently settled” States, where there is no land revenue agency at the village level and crop area and land use statistics are collected through a scheme of sample surveys. Part of Assam (hill districts), Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim and Tripura, and the two Union Territories of Andaman and Nicobar Islands and Lakshadweep, for which only “conventional” estimates are available. 4.2.2 Statistics of crop area are compiled with the help of the village revenue agency (commonly known"
web_Crop_Forecasts.txt,web_Crop_Forecasts_0001_000840,220,"SECTION: Crop Forecasts URL: https://nsc.mospi.gov.in/44-crop-forecasts NSC | | Home / Report of Dr. Rangarajan Commission Documents Reports 4.4 Crop Forecasts Current Status 4.4.1 Final estimates of crop production based on area through complete enumeration and yield rate through crop-cutting experiments become available much after the crop is harvested. However, the Government needs advance estimates of production for various decisions relating to pricing, distribution, export and import, etc. The Directorate of Economics & Statistics, Ministry of Agriculture (DESMOA) releases advance estimates of crop area and production through periodical forecasts in respect of principal food and non-food crops (food grains, oil seeds, sugarcane, fibres, etc.), which account for nearly 87 per cent of agricultural output. Four forecasts are issued, the first in the middle of September, the second in January, the third towards the end of March and the fourth by the end of May. 4.4.2 The first forecast relating to the kharif crops is mostly based on reports prepared by the States mainly guided by the visual observation of field officials. The second forecast covering both the kharif and rabi crops takes into account additional information obtained from various sources including agricultural inputs, incidence of pests and diseases, and weekly reports of State departments of agriculture regarding area coverage, conditions of standing crops, etc. Results of Remote Sensing data are also"
web_Crop_Production.txt,web_Crop_Production_0001_000846,220,"SECTION: Crop Production URL: https://nsc.mospi.gov.in/43-crop-production NSC | | Home / Report of Dr. Rangarajan Commission Documents Reports 4.3 Crop Production Current Status 4.3.1 Estimates of crop production are obtained by multiplying the area under crop and the yield rate. The yield rate estimates are based on scientifically designed crop cutting experiments conducted under the General Crop Estimation Survey (GCES). The GCES covers around 68 crops (52 food and 16 non-food) in 22 States and 4 Union Territories. Around 5,00,000 experiments are conducted every year with the help of State revenue and agricultural staff of a rank higher than the primary field staff of the departments. The survey design adopted is that of a stratified three stage random sampling with tehsil or taluka as the stratum, a village as the first stage unit, a field growing the specified crop as the second stage unit and a plot, usually 5m x 5m, as the ultimate unit. The experiment consists of marking the plot and harvesting and weighing the produce from the plot. These weights form the basic data for yield estimation. The number of experiments and their distribution over the strata are made in a manner to be able to obtain the yield rate estimates with a fair degree of precision at the level of the State and each major crop-growing district."
web_Fisheries_Statistics.txt,web_Fisheries_Statistics_0001_000856,220,"SECTION: Fisheries Statistics URL: https://nsc.mospi.gov.in/416-fisheries-statistics NSC | | Home / Report of Dr. Rangarajan Commission Documents Reports 4.16 FISHERIES STATISTICS Current Status 4.16.1 Fisheries of India can be broadly classified into two types namely, marine fisheries and inland fisheries. The Fisheries Statistics Section of the Department of Animal Husbandry and Dairying in the Ministry of Agriculture is in charge of compiling the data relating to this sector. At present data on items like fish production, prawn production, fish seed production, disposal of fish catch, preserved and processed items and aquaculture are being collected from State Governments. 4.16.2 A multistage sample survey is used to estimate the fish production from the marine sector. The survey design developed by the Indian Agricultural Statistics Research Institute (IASRI) and the Central Marine Fisheries Research Institute (CMFRI) consists of sampling of landing sites of the fishing craft as well as sampling over time of the landings. Data on deep-sea fishing are obtained through reports required to be furnished by trawlers and other deep-sea fishing vessels. 4.16.3 So far as inland fisheries are concerned, there were several attempts to develop suitable sampling techniques for estimation of catch since 1955, but they have remained inconclusive. The Central Inland Fisheries Research Institute (CIFRI), Barrakpore lately devised a methodology for collection of data relating to some important still water"
web_Forestry_Statistics.txt,web_Forestry_Statistics_0001_000862,220,"SECTION: Forestry Statistics URL: https://nsc.mospi.gov.in/417-forestry-statistics NSC | | Home / Report of Dr. Rangarajan Commission Documents Reports 4.17 FORESTRY STATISTICS Current Status 4.17.1 Reliable forestry statistics are required for planning, policy-making, analysis and decision-making on forestry investment and development programmes. These statistics are collected mainly as a by-product of administrative reports of the State Forest Departments. On the recommendation of the National Commission on Agriculture (1976), the Forest Survey of India (FSI) was created in 1981 with the objective of monitoring the forest resources at a macro level, storing and retrieving forestry related data, designing methodology for forest surveys, etc. Besides the FSI, the Indian Council of Forestry Research and Education (ICFRE) is mandated to collect, collate and compile primary and secondary data generated by the State Forest Departments and various Central ministries. The data on the forestry are obtained through a set of periodical reports (45 in number) furnished by the State Forest Departments and other concerned agencies. In addition to details of forest area, the reports provide information on forest products (wood and non-wood), forest land under cultivation, and grazing land, etc. 4.17.2 Since 1987, the FSI has begun using Remote Sensing (RS) technology to collect data on forest cover under three broad classes (dense forest, open forest and mangroves) on a country-wide scale through a biennial survey."
web_Introduction.txt,web_Introduction_0001_000868,220,"SECTION: Introduction URL: https://nsc.mospi.gov.in/41-introduction NSC | | Home / Report of Dr. Rangarajan Commission Documents Reports 4.1 INTRODUCTION Central Statistical Organisation 4.1.1 Agriculture plays a vital role in the Indian economy. Over 70 per cent of the rural households depend on agriculture as their principal means of livelihood. Agriculture along with fisheries and forestry accounts for one-third of the nation’s Gross Domestic Product (GDP) and is its single largest contributor. Agricultural exports constitute a fifth of the total exports of the country. In view of the predominant position of the Agricultural Sector, collection and maintenance of Agricultural Statistics assume great importance. 4.1.2 India has a well-established and internationally acknowledged Agricultural Statistics System. It is a decentralised system with the State Governments – State Agricultural Statistics Authorities (SASAs) to be more specific – playing a major role in the collection and compilation of Agricultural Statistics at the State level while the Directorate of Economics and Statistics, Ministry of Agriculture (DESMOA) at the Centre is the pivotal agency for such compilation at the all-India level. The other principal data-gathering agencies involved are the National Sample Survey Organisation (NSSO), and the State Directorates of Economics and Statistics (DESs). 4.1.3 The Agricultural Statistics System is very comprehensive and provides data on a wide range of topics such as crop area and production, land use,"
web_Irrigation_Statistics.txt,web_Irrigation_Statistics_0001_000874,220,"SECTION: Irrigation Statistics URL: https://nsc.mospi.gov.in/48-irrigation-statistics NSC | | Home / Report of Dr. Rangarajan Commission Documents Reports 4.8 Irrigation Statistics Current Status 4.8.1 Irrigation statistics mainly relate to data on area irrigated by different sources and under different crops. The principal sources of irrigation statistics are the crop statistics compiled by the Directorate of Economics and Statistics, Ministry of Agriculture (DESMOA), and the publications of the Ministry of Water Resources. Besides these, some data on irrigated area are available from the administrative reports of State Government departments and the Agricultural Census. Rainfall and weather data are available from the India Meteorological Department (IMD). 4.8.2 In the temporarily settled States, irrigation statistics are compiled from the village girdawari, whereas the same are estimated on the basis of sample surveys in respect of the permanently settled States of Kerala, Orissa and West Bengal. These statistics relate to net or gross irrigated area by sources (canals, tanks, tube well, etc.) and also area under each crop. The data are collated and published by the DESMOA with a time lag of three to four years. 4.8.3 Groundwater is the principal source for minor irrigation and the Central Ground Water Board (CGWB) is responsible for generation and dissemination of statistics on ground water which inter-alia include statistics on minor irrigation. The Minor Irrigation Division of"
web_Land_Use.txt,web_Land_Use_0001_000882,220,"SECTION: Land Use URL: https://nsc.mospi.gov.in/47-land-use NSC | | Home / Report of Dr. Rangarajan Commission Documents Reports 4.7 Land Use Current Status 4.7.1 Statistics of land use are compiled from the village land records maintained by the patwari. The information is available according to each survey number and recorded under nine categories: (a) Forests, (b) Area under Non-Agricultural use, (c) Barren and Uncultured Land, (d) Permanent Pastures and other Grazing Land, (e) Miscellaneous Tree Crops, (f) Culturable Waste Land, (g) Fallow Land other than Current Fallows, (h) Current Fallows, and (i) Net Area Sown. The details of each category along with its definition may be seen in the Annexe 4.5. 4.7.2 Land use statistics are also being collected through nationwide land use or cover mapping by the National Remote Sensing Agency (NRSA) according to a 22-fold classification, the definition of each category is given in the Annexe 4.6. The categories are much more detailed and provide useful information for land development programmes. However, these details are still not available at the local levels of block and panchayat. Deficiencies 4.7.3 The nine-fold classification of land use based on village records is not adequate and does not, for instance, provide information on such characteristics as social forestry, marshy and water logged land, built-up land, etc. which are important for local development plans."
web_Production_of_Horticultural_Crops.txt,web_Production_of_Horticultural_Crops_0001_000887,220,"SECTION: Production of Horticultural Crops URL: https://nsc.mospi.gov.in/45-production-horticultural-crops NSC | | Home / Report of Dr. Rangarajan Commission Documents Reports 4.5 Production of Horticultural Crops Current Status 4.5.1 There are two main sources that generate statistics of production of horticultural crops. The first is the Directorate of Economics and Statistics, Ministry of Agriculture (DESMOA), which operates a Centrally sponsored scheme “Crop Estimation Survey on Fruits and Vegetables” in 11 States covering 7 fruit and 7 vegetable and spice crops for estimating area and production. The fruit crops covered are mango, banana, apple, citrus, grapes, pineapple and guava. The vegetable and spice crops are potato, onion, tomato, cabbage, cauliflower, ginger and turmeric. The survey, which is still in a “pilot” stage follows a stratified three-stage random sampling design in the case of fruit crops, with village, orchard and fruit bearing tree as the sampling units at the successive stages. The sample size is usually 150 to 200 sample villages in each major fruit-growing district, five orchards per sample village and four fruit bearing trees per orchard. The number and weight of fruits gathered from the sampled trees is observed and recorded, which form the basis for yield estimation. The survey approach in the case of vegetable crops is somewhat more complex due to special features of cultivation of these crops especially the"
